#     FILENAME=Skynet_58800_messier_31_43924_53537.A.onoff.cal.txt
#     BASENAME=Skynet_58800_messier_31_43924_53537
#      CONTROL=SKYNET
#     PROJCODE=Skynet_58800_messier_31_43924
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#     SRC_NAME=messier_31
#     OBSERVER=haverford2_26746
#     DATE_OBS=2019-11-13T01:37:46.860
#        OBSID=43924
#      SCANNUM=53537
#     SCANNAME=2019_11_10_20:25:25
#          MJD=58800.0679035
#          UTC=05867
#     SCANTYPE=onoff
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1421.8800,
# Actual_FREQ2=1390.6300
#    LO1Tuning=6856.2600
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.9999
#         TBIN=0.00419430
#     DURATION=444.00
#     EXPOSURE=401.98
#        FOCUS=36.851
#       RA,DEC=00:42:59.56, 41:16:07.48
#      RA(deg)=12.66557
#     DEC(deg)=41.26871
#   WIDTH(deg)=3.0161x0.0044
#    AZIM(deg)=70.6292
#    ELEV(deg)=77.6697
#     COORDREF=RA_DEC_
#         HREF=10.6846
#         VREF=41.2687
#     IFattens=5.00, 0.00
#   BALANCELEV=1.2 
#       ACCLEN=2048 
#      WARNING=None 
#         TSYS=XX1:57.29, YY1:29.15
#         TSYS=XX2:59.42, YY2:38.63
#         TCAL=XX1:9.17, YY1:10.07
#         TCAL=XX2:9.14, YY2:9.87
# Calibrated spectra: Tsys*(ON-OFF)/OFF 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1419.37756       0.1587      -0.0276    1388.12756       0.3098      -0.0420
   1419.36230       0.1627      -0.0266    1388.11230       0.3277      -0.0627
   1419.34704       0.0915      -0.0324    1388.09704       0.2613      -0.0002
   1419.33178       0.1854      -0.0499    1388.08178       0.2872      -0.0394
   1419.31652       0.1423      -0.0360    1388.06652       0.3404      -0.0323
   1419.30126       0.1720      -0.0339    1388.05126       0.3430      -0.0463
   1419.28601       0.0910      -0.0463    1388.03601       0.3244      -0.0318
   1419.27075       0.1244      -0.0288    1388.02075       0.2949      -0.0478
   1419.25549       0.1140      -0.0307    1388.00549       0.2536      -0.0298
   1419.24023       0.1248       0.0241    1387.99023       0.2555      -0.0119
   1419.22497       0.1047      -0.0174    1387.97497       0.2784      -0.0900
   1419.20971       0.1322      -0.0440    1387.95971       0.2303      -0.0659
   1419.19445       0.0883      -0.0388    1387.94445       0.2759      -0.0671
   1419.17919       0.1513      -0.0381    1387.92919       0.2845      -0.0398
   1419.16394       0.1030      -0.0269    1387.91394       0.2457      -0.0189
   1419.14868       0.1552      -0.0187    1387.89868       0.2476      -0.0275
   1419.13342       0.1323      -0.0059    1387.88342       0.2883      -0.0237
   1419.11816       0.1129      -0.0054    1387.86816       0.3459      -0.0634
   1419.10290       0.1576      -0.0103    1387.85290       0.2769      -0.0683
   1419.08764       0.0448      -0.0222    1387.83764       0.2936      -0.1046
   1419.07238       0.0867       0.0103    1387.82238       0.3289      -0.0526
   1419.05712       0.0916      -0.0335    1387.80712       0.2839      -0.0425
   1419.04187       0.0767      -0.0236    1387.79187       0.3261      -0.0302
   1419.02661       0.0890       0.0082    1387.77661       0.2559      -0.0395
   1419.01135       0.0783      -0.0459    1387.76135       0.2588      -0.0339
   1418.99609       0.1730      -0.0450    1387.74609       0.3067      -0.0604
   1418.98083       0.1263      -0.0296    1387.73083       0.2216      -0.0847
   1418.96557       0.1188       0.0001    1387.71557       0.3427      -0.0451
   1418.95031       0.0638      -0.0269    1387.70031       0.3537      -0.0737
   1418.93505       0.1630      -0.0625    1387.68505       0.2693      -0.0364
   1418.91979       0.1244      -0.0479    1387.66979       0.2673      -0.0548
   1418.90454       0.0772      -0.0015    1387.65454       0.3710      -0.0677
   1418.88928       0.0695      -0.0331    1387.63928       0.2531      -0.0563
   1418.87402       0.0622      -0.0491    1387.62402       0.2640      -0.0664
   1418.85876       0.0718      -0.0344    1387.60876       0.2628      -0.0473
   1418.84350       0.0519      -0.0606    1387.59350       0.2375      -0.0304
   1418.82824       0.0997      -0.0395    1387.57824       0.2785      -0.0816
   1418.81298       0.0752      -0.0340    1387.56298       0.2253      -0.0683
   1418.79772       0.0668      -0.0601    1387.54772       0.2174      -0.0476
   1418.78247       0.0916      -0.0407    1387.53247       0.2516       0.0181
   1418.76721       0.0837      -0.0123    1387.51721       0.3105      -0.0293
   1418.75195       0.0377      -0.0217    1387.50195       0.3000      -0.0499
   1418.73669       0.1187      -0.0273    1387.48669       0.3086      -0.0623
   1418.72143       0.0640      -0.0307    1387.47143       0.2507      -0.0292
   1418.70617       0.0322      -0.0176    1387.45617       0.2126      -0.0418
   1418.69091       0.0520      -0.0273    1387.44091       0.2728      -0.0548
   1418.67565       0.1210      -0.0603    1387.42565       0.2856       0.0113
   1418.66040       0.0947      -0.0193    1387.41040       0.2517      -0.0861
   1418.64514       0.0673      -0.0119    1387.39514       0.2638      -0.0527
   1418.62988       0.1016      -0.0655    1387.37988       0.2367      -0.0686
   1418.61462       0.0965      -0.0347    1387.36462       0.2322      -0.0506
   1418.59936       0.0121      -0.0303    1387.34936       0.2640      -0.0326
   1418.58410       0.0565      -0.0313    1387.33410       0.2487      -0.0321
   1418.56884       0.1121      -0.0536    1387.31884       0.2509      -0.1113
   1418.55358       0.1081      -0.0285    1387.30358       0.3434      -0.0701
   1418.53833       0.1038      -0.0113    1387.28833       0.3268      -0.1020
   1418.52307       0.1054      -0.0529    1387.27307       0.3549      -0.0829
   1418.50781       0.0269       0.0073    1387.25781       0.2582      -0.0624
   1418.49255       0.0662       0.0055    1387.24255       0.2526      -0.0569
   1418.47729       0.1082      -0.0351    1387.22729       0.2767      -0.0392
   1418.46203       0.0455      -0.0181    1387.21203       0.3679      -0.0280
   1418.44677       0.0142      -0.0110    1387.19677       0.2293      -0.0496
   1418.43151       0.0540      -0.0079    1387.18151       0.1861      -0.0897
   1418.41625       0.0653       0.0133    1387.16625       0.2725      -0.0049
   1418.40100      -0.0015      -0.0107    1387.15100       0.2623      -0.0339
   1418.38574       0.0530      -0.0335    1387.13574       0.2932      -0.0331
   1418.37048       0.0370      -0.0597    1387.12048       0.2864      -0.0477
   1418.35522      -0.0215      -0.0405    1387.10522       0.3220      -0.0275
   1418.33996       0.0145      -0.0554    1387.08996       0.2267      -0.0414
   1418.32470       0.0544      -0.0457    1387.07470       0.2237      -0.0143
   1418.30944       0.0835      -0.0449    1387.05944       0.2385      -0.0545
   1418.29418      -0.0209      -0.0318    1387.04418       0.2834      -0.0309
   1418.27893       0.0160      -0.0575    1387.02893       0.2528      -0.0544
   1418.26367       0.0178      -0.0405    1387.01367       0.2994      -0.0637
   1418.24841      -0.0005      -0.0471    1386.99841       0.2619      -0.0959
   1418.23315      -0.0225      -0.0290    1386.98315       0.2348      -0.0014
   1418.21789       0.0072      -0.0474    1386.96789       0.2286      -0.1297
   1418.20263       0.0749      -0.0328    1386.95263       0.2266      -0.0550
   1418.18737       0.0142      -0.0448    1386.93737       0.2739      -0.0179
   1418.17211       0.0603      -0.0181    1386.92211       0.2364      -0.0349
   1418.15686       0.0529      -0.0283    1386.90686       0.2375      -0.0599
   1418.14160       0.0490      -0.0246    1386.89160       0.2382      -0.0317
   1418.12634       0.0655      -0.0060    1386.87634       0.2735      -0.0259
   1418.11108       0.0207      -0.0077    1386.86108       0.2483      -0.0630
   1418.09582       0.0233      -0.0009    1386.84582       0.2854      -0.0548
   1418.08056      -0.0160      -0.0223    1386.83056       0.3123      -0.0343
   1418.06530       0.0290      -0.0578    1386.81530       0.2734      -0.0586
   1418.05004       0.0100       0.0152    1386.80004       0.2466      -0.0344
   1418.03479       0.0818      -0.0213    1386.78479       0.2539      -0.0751
   1418.01953       0.1340      -0.0292    1386.76953       0.3072      -0.0743
   1418.00427       0.0513      -0.0183    1386.75427       0.2952      -0.0499
   1417.98901       0.0222      -0.0417    1386.73901       0.2700      -0.0606
   1417.97375      -0.0132      -0.0179    1386.72375       0.2605      -0.0110
   1417.95849      -0.0364      -0.0293    1386.70849       0.2267      -0.0488
   1417.94323       0.0357      -0.0742    1386.69323       0.2432      -0.0358
   1417.92797       0.0613      -0.0971    1386.67797       0.2532      -0.0180
   1417.91271       0.0126      -0.0574    1386.66271       0.2793      -0.0429
   1417.89746       0.0092      -0.0387    1386.64746       0.2663      -0.0404
   1417.88220       0.0461      -0.0256    1386.63220       0.2224      -0.0519
   1417.86694      -0.0320      -0.0532    1386.61694       0.2575      -0.0083
   1417.85168       0.0323      -0.0402    1386.60168       0.2592      -0.0371
   1417.83642       0.0218      -0.0719    1386.58642       0.2063      -0.0504
   1417.82116      -0.0003      -0.0632    1386.57116       0.2647      -0.0430
   1417.80590      -0.0074      -0.0479    1386.55590       0.2886      -0.0945
   1417.79064       0.0377      -0.0174    1386.54064       0.2047      -0.0425
   1417.77539       0.0340       0.0034    1386.52539       0.2965      -0.0222
   1417.76013       0.0216      -0.0551    1386.51013       0.2788      -0.0668
   1417.74487       0.0162      -0.0289    1386.49487       0.2613      -0.0246
   1417.72961      -0.0113      -0.0128    1386.47961       0.3057      -0.0692
   1417.71435       0.0518      -0.0104    1386.46435       0.3345      -0.0631
   1417.69909       0.0141      -0.0552    1386.44909       0.2053      -0.0173
   1417.68383      -0.0106      -0.0579    1386.43383       0.3271      -0.0237
   1417.66857       0.0464      -0.0131    1386.41857       0.1894      -0.0380
   1417.65332       0.0607      -0.0295    1386.40332       0.2914      -0.0082
   1417.63806      -0.0178      -0.0311    1386.38806       0.3054      -0.0342
   1417.62280       0.0297      -0.0502    1386.37280       0.2427      -0.0906
   1417.60754       0.0208      -0.0584    1386.35754       0.2828      -0.0510
   1417.59228       0.0198      -0.0630    1386.34228       0.2688      -0.0055
   1417.57702      -0.0575      -0.0504    1386.32702       0.1926      -0.0498
   1417.56176      -0.0301      -0.0314    1386.31176       0.2420      -0.0310
   1417.54650      -0.0244      -0.0474    1386.29650       0.1782      -0.0191
   1417.53125      -0.0500      -0.0481    1386.28125       0.2383      -0.0372
   1417.51599      -0.0158      -0.0469    1386.26599       0.3316      -0.0530
   1417.50073      -0.0246      -0.0325    1386.25073       0.2134      -0.0612
   1417.48547      -0.0773      -0.0504    1386.23547       0.2296      -0.0951
   1417.47021       0.0077       0.0067    1386.22021       0.2224      -0.0294
   1417.45495      -0.1054      -0.0066    1386.20495       0.2756      -0.0518
   1417.43969      -0.0787      -0.0486    1386.18969       0.2749      -0.0564
   1417.42443      -0.0407      -0.0240    1386.17443       0.2818      -0.0414
   1417.40917      -0.0650      -0.0309    1386.15917       0.2205      -0.0760
   1417.39392      -0.0647      -0.0502    1386.14392       0.3171      -0.0474
   1417.37866      -0.0569      -0.0442    1386.12866       0.3009      -0.0097
   1417.36340      -0.0464      -0.0376    1386.11340       0.1982      -0.0626
   1417.34814      -0.0392      -0.0254    1386.09814       0.3015      -0.0428
   1417.33288      -0.0157      -0.0465    1386.08288       0.2983      -0.0803
   1417.31762      -0.0740      -0.0269    1386.06762       0.2843      -0.0493
   1417.30236      -0.0508      -0.0237    1386.05236       0.3045      -0.0898
   1417.28710       0.0186      -0.0166    1386.03710       0.2822      -0.0476
   1417.27185      -0.0274      -0.0089    1386.02185       0.2300      -0.0624
   1417.25659      -0.0194      -0.0513    1386.00659       0.2517      -0.0265
   1417.24133      -0.0094      -0.0562    1385.99133       0.2373      -0.0609
   1417.22607      -0.0388      -0.0488    1385.97607       0.3017      -0.0641
   1417.21081      -0.0321      -0.0137    1385.96081       0.2917      -0.0207
   1417.19555      -0.0442      -0.0341    1385.94555       0.2117      -0.0485
   1417.18029      -0.0493      -0.0537    1385.93029       0.2326      -0.0723
   1417.16503       0.0013      -0.0596    1385.91503       0.2205      -0.0707
   1417.14978      -0.0607      -0.0038    1385.89978       0.2183      -0.0536
   1417.13452      -0.0213      -0.0286    1385.88452       0.2394      -0.0441
   1417.11926       0.0029      -0.0256    1385.86926       0.1992      -0.0419
   1417.10400      -0.0124      -0.0684    1385.85400       0.2088      -0.0991
   1417.08874      -0.0496      -0.0299    1385.83874       0.2230      -0.0814
   1417.07348      -0.0321      -0.0567    1385.82348       0.2727      -0.0624
   1417.05822      -0.0684      -0.0490    1385.80822       0.2199      -0.0815
   1417.04296      -0.0720      -0.0517    1385.79296       0.2461      -0.0189
   1417.02771      -0.0047      -0.0572    1385.77771       0.2645      -0.0766
   1417.01245      -0.0556      -0.0287    1385.76245       0.2073      -0.0641
   1416.99719      -0.0388      -0.0477    1385.74719       0.2390      -0.0491
   1416.98193      -0.0715      -0.0311    1385.73193       0.2208      -0.0346
   1416.96667      -0.0338      -0.0445    1385.71667       0.2274      -0.0829
   1416.95141       0.0191      -0.0181    1385.70141       0.2900      -0.0479
   1416.93615      -0.0131      -0.0180    1385.68615       0.2710      -0.0788
   1416.92089      -0.0540      -0.0419    1385.67089       0.2904      -0.0501
   1416.90563      -0.0171      -0.0118    1385.65563       0.2609      -0.0521
   1416.89038      -0.0146      -0.0613    1385.64038       0.2199      -0.0733
   1416.87512      -0.0232      -0.0261    1385.62512       0.2401      -0.0285
   1416.85986      -0.0261      -0.0129    1385.60986       0.3495      -0.0537
   1416.84460      -0.0503      -0.0214    1385.59460       0.2842      -0.0346
   1416.82934      -0.1035      -0.0057    1385.57934       0.3114      -0.0685
   1416.81408      -0.1090       0.0148    1385.56408       0.2567      -0.1252
   1416.79882      -0.0274       0.0001    1385.54882       0.1793      -0.0606
   1416.78356      -0.0410      -0.0913    1385.53356       0.2366      -0.0177
   1416.76831      -0.0747      -0.0501    1385.51831       0.2273      -0.0738
   1416.75305      -0.0495      -0.0536    1385.50305       0.3152       0.0201
   1416.73779      -0.1430      -0.0842    1385.48779       0.2513      -0.0756
   1416.72253      -0.0174      -0.0136    1385.47253       0.3066      -0.0351
   1416.70727      -0.0733      -0.0385    1385.45727       0.2914      -0.0323
   1416.69201      -0.0865      -0.0383    1385.44201       0.2287      -0.0908
   1416.67675       0.0004      -0.0604    1385.42675       0.2000      -0.0561
   1416.66149      -0.0193      -0.0029    1385.41149       0.2380      -0.0584
   1416.64624      -0.0431      -0.0347    1385.39624       0.3353      -0.0310
   1416.63098      -0.0948      -0.0715    1385.38098       0.2694      -0.0172
   1416.61572      -0.0707      -0.0186    1385.36572       0.1930      -0.0571
   1416.60046      -0.1074      -0.0730    1385.35046       0.2951      -0.0974
   1416.58520      -0.0943      -0.0494    1385.33520       0.2741      -0.0751
   1416.56994      -0.0240      -0.0275    1385.31994       0.2309      -0.0331
   1416.55468      -0.0435      -0.0437    1385.30468       0.1970      -0.0211
   1416.53942      -0.0729      -0.0274    1385.28942       0.2531      -0.0729
   1416.52417      -0.0336      -0.0279    1385.27417       0.2045      -0.0514
   1416.50891      -0.0460      -0.0366    1385.25891       0.1779      -0.0660
   1416.49365      -0.0195      -0.0623    1385.24365       0.3117      -0.0870
   1416.47839      -0.0596      -0.0352    1385.22839       0.2118      -0.0384
   1416.46313      -0.0302      -0.0073    1385.21313       0.2162      -0.0248
   1416.44787      -0.1017       0.0000    1385.19787       0.3216      -0.0426
   1416.43261      -0.0602      -0.0348    1385.18261       0.2189      -0.0808
   1416.41735      -0.0980       0.0020    1385.16735       0.2802      -0.0782
   1416.40209      -0.1010      -0.0769    1385.15209       0.2825       0.0587
   1416.38684       0.0153      -0.0170    1385.13684       0.2080      -0.0668
   1416.37158      -0.1658      -0.0162    1385.12158       0.2580      -0.0750
   1416.35632      -0.0184      -0.0176    1385.10632       0.2613      -0.0644
   1416.34106      -0.0220      -0.0031    1385.09106       0.2818      -0.0203
   1416.32580      -0.0300      -0.0305    1385.07580       0.2383      -0.0427
   1416.31054      -0.0774      -0.0560    1385.06054       0.2441      -0.0231
   1416.29528      -0.0831      -0.0501    1385.04528       0.2426      -0.0461
   1416.28002      -0.1325      -0.0161    1385.03002       0.1733      -0.0999
   1416.26477      -0.0403      -0.0215    1385.01477       0.2569      -0.0464
   1416.24951      -0.0991      -0.0276    1384.99951       0.2762      -0.0655
   1416.23425      -0.0727      -0.0119    1384.98425       0.2343      -0.0738
   1416.21899      -0.1264      -0.0925    1384.96899       0.2842      -0.0265
   1416.20373      -0.0470      -0.0525    1384.95373       0.2503      -0.0893
   1416.18847      -0.0509      -0.0329    1384.93847       0.2149      -0.1278
   1416.17321      -0.0227      -0.0843    1384.92321       0.3496      -0.0499
   1416.15795      -0.0921      -0.0263    1384.90795       0.2524      -0.0698
   1416.14270      -0.1023      -0.0345    1384.89270       0.2960      -0.0399
   1416.12744      -0.0274      -0.0790    1384.87744       0.2341       0.0066
   1416.11218      -0.1112      -0.0541    1384.86218       0.2097      -0.0654
   1416.09692      -0.0512      -0.0362    1384.84692       0.2364      -0.0174
   1416.08166      -0.0349      -0.0197    1384.83166       0.2374      -0.0145
   1416.06640       0.0152      -0.0158    1384.81640       0.2051      -0.0868
   1416.05114       0.0263      -0.0189    1384.80114       0.1848      -0.0601
   1416.03588      -0.0493      -0.0314    1384.78588       0.2829      -0.0481
   1416.02062      -0.1047      -0.0516    1384.77062       0.2906      -0.0332
   1416.00537      -0.0316      -0.0201    1384.75537       0.2211      -0.0963
   1415.99011       0.0401      -0.0421    1384.74011       0.2807      -0.0794
   1415.97485      -0.0625      -0.0455    1384.72485       0.2317      -0.0520
   1415.95959      -0.0032       0.0199    1384.70959       0.2098      -0.0743
   1415.94433      -0.0706      -0.0128    1384.69433       0.2777      -0.0523
   1415.92907      -0.0728      -0.0409    1384.67907       0.2355      -0.0769
   1415.91381       0.0054      -0.0420    1384.66381       0.1707      -0.0192
   1415.89855      -0.0652       0.0122    1384.64855       0.2423      -0.0253
   1415.88330      -0.0959      -0.0535    1384.63330       0.2908      -0.0525
   1415.86804      -0.1069      -0.0489    1384.61804       0.2671      -0.0360
   1415.85278      -0.0176       0.0028    1384.60278       0.2125      -0.0201
   1415.83752       0.0026      -0.0579    1384.58752       0.2267      -0.0152
   1415.82226      -0.0030      -0.0536    1384.57226       0.2180      -0.0539
   1415.80700       0.0429      -0.0175    1384.55700       0.2414      -0.0713
   1415.79174       0.0295      -0.0462    1384.54174       0.2534      -0.0594
   1415.77648      -0.1794       0.0112    1384.52648       0.2265      -0.0527
   1415.76123      -0.0841      -0.0133    1384.51123       0.2235       0.0300
   1415.74597      -0.0658      -0.0813    1384.49597       0.1707      -0.0378
   1415.73071      -0.0061      -0.0328    1384.48071       0.3141      -0.0297
   1415.71545      -0.0183      -0.0108    1384.46545       0.3266       0.0050
   1415.70019      -0.1024      -0.0436    1384.45019       0.2687      -0.0434
   1415.68493      -0.0403       0.0044    1384.43493       0.2426      -0.0310
   1415.66967      -0.0252      -0.0221    1384.41967       0.1823      -0.1022
   1415.65441      -0.0169      -0.0551    1384.40441       0.2234      -0.1151
   1415.63916       0.0035      -0.0151    1384.38916       0.2357       0.0108
   1415.62390       0.0528      -0.0189    1384.37390       0.2753      -0.0306
   1415.60864      -0.0139      -0.0842    1384.35864       0.2779      -0.0510
   1415.59338      -0.0684       0.0115    1384.34338       0.1807      -0.0692
   1415.57812      -0.0005      -0.0324    1384.32812       0.2863      -0.0684
   1415.56286      -0.0902      -0.0388    1384.31286       0.3306      -0.0164
   1415.54760      -0.0663       0.0108    1384.29760       0.3202      -0.0752
   1415.53234       0.0122      -0.0672    1384.28234       0.3232      -0.0528
   1415.51708      -0.0635      -0.0331    1384.26708       0.2209      -0.0415
   1415.50183       0.0015      -0.0194    1384.25183       0.2539       0.0064
   1415.48657       0.0333      -0.0218    1384.23657       0.2455      -0.0244
   1415.47131      -0.0099      -0.0515    1384.22131       0.3612      -0.0186
   1415.45605      -0.0843      -0.0178    1384.20605       0.1354      -0.0620
   1415.44079      -0.0248      -0.0177    1384.19079       0.1978      -0.0731
   1415.42553      -0.0813      -0.0732    1384.17553       0.2552      -0.0386
   1415.41027       0.1045      -0.0588    1384.16027       0.2574      -0.0723
   1415.39501       0.0078      -0.0181    1384.14501       0.3568      -0.0324
   1415.37976      -0.0145       0.0206    1384.12976       0.2959      -0.0375
   1415.36450       0.0231      -0.0886    1384.11450       0.3060      -0.0559
   1415.34924       0.0193       0.0043    1384.09924       0.2134      -0.0329
   1415.33398      -0.0633      -0.0192    1384.08398       0.1890      -0.0366
   1415.31872       0.0140      -0.0065    1384.06872       0.2304      -0.0658
   1415.30346      -0.0379      -0.0123    1384.05346       0.1904      -0.0145
   1415.28820       0.0168      -0.0295    1384.03820       0.2789      -0.0305
   1415.27294      -0.1213      -0.0433    1384.02294       0.3412      -0.0489
   1415.25769      -0.0458      -0.0444    1384.00769       0.1126      -0.0139
   1415.24243      -0.1001      -0.0597    1383.99243       0.2714      -0.0450
   1415.22717      -0.0262      -0.0322    1383.97717       0.1823      -0.0120
   1415.21191      -0.0204      -0.0380    1383.96191       0.2022      -0.0475
   1415.19665       0.0278      -0.0027    1383.94665       0.2386      -0.0370
   1415.18139      -0.0075      -0.0331    1383.93139       0.2057      -0.0384
   1415.16613       0.0084      -0.0126    1383.91613       0.3034      -0.0024
   1415.15087       0.0216      -0.0144    1383.90087       0.2429      -0.0465
   1415.13562      -0.0383      -0.0326    1383.88562       0.2354      -0.0393
   1415.12036       0.0151      -0.0241    1383.87036       0.0964      -0.0713
   1415.10510       0.0294      -0.0679    1383.85510       0.3880      -0.1145
   1415.08984      -0.0090      -0.0244    1383.83984       0.2308      -0.0909
   1415.07458       0.0956      -0.0295    1383.82458       0.1324      -0.0371
   1415.05932       0.0389      -0.0643    1383.80932       0.2217      -0.0287
   1415.04406       0.0593      -0.0511    1383.79406       0.2518      -0.0042
   1415.02880       0.0231      -0.0523    1383.77880       0.4151      -0.0120
   1415.01354       0.0480      -0.0496    1383.76354       0.2575      -0.0217
   1414.99829      -0.0027       0.0136    1383.74829       0.3048      -0.0244
   1414.98303       0.0175      -0.0534    1383.73303       0.2649      -0.0890
   1414.96777       0.0187      -0.0538    1383.71777       0.3384      -0.0579
   1414.95251       0.0002      -0.0539    1383.70251       0.3249      -0.0692
   1414.93725       0.0464      -0.0799    1383.68725       0.1996      -0.0674
   1414.92199      -0.0042       0.0092    1383.67199       0.2794      -0.0237
   1414.90673       0.1370      -0.0890    1383.65673       0.1895      -0.0505
   1414.89147       0.0454      -0.0338    1383.64147       0.2592      -0.0263
   1414.87622       0.0122      -0.0082    1383.62622       0.1856      -0.0121
